member_id,generation,birthday,school1,major1_1,major1_2,major1_3,school2,major2,job,job_domain,company,major_data,class1,class2,class3,class4,marketing_agree,contents_agree,before_id,withdrawal
2024080599,8,20040525,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,2,5,,,TRUE,TRUE,,TRUE
2024080600,8,20001031,세종대학교,자연과학,,,,,대학생,,,TRUE,5,,,,TRUE,TRUE,2023070624,FALSE
2024080601,8,20000624,이화여자대학교,인문학,경영학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080602,8,19991011,중앙대학교 제1캠퍼스,자연과학,경제통상학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080603,8,20020814,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080604,8,,단국대학교 제1캠퍼스,,,,,,,,,FALSE,1,9,,,TRUE,TRUE,,FALSE
2024080605,8,20000226,경북대학교,인문학,경영학,,,,취준생,,,FALSE,8,,,,TRUE,TRUE,2023070637,FALSE
2024080606,8,20011119,인천대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080607,8,20030512,서울대학교,사회과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080608,8,20030520,동국대학교 본교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080609,8,20020109,서울시립대학교,사회과학,경제통상학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080610,8,20031110,대진대학교,IT(컴퓨터 공학 포함),예체능,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080611,8,20021012,동덕여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,2023060668,FALSE
2024080612,8,20020312,경북대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080613,8,20040508,아주대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080614,8,20001018,중앙대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,1,4,,,TRUE,TRUE,,FALSE
2024080615,8,19990301,숙명여자대학교,사회과학,사회과학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080616,8,,정보없음,,,,,,,,,FALSE,7,,,,TRUE,TRUE,,FALSE
2024080617,8,20020308,한양대학교 본교,사회과학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080618,8,20041206,중앙대학교 제1캠퍼스,자연과학,,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080619,8,19970402,건국대학교 본교,자연과학,,,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080620,8,20011221,건국대학교 본교,자연과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080621,8,,한국외국어대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,10,,,,TRUE,TRUE,,FALSE
2024080622,8,20030216,동덕여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080623,8,20001218,건국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,2,,,TRUE,TRUE,,FALSE
2024080624,8,20010312,한국외국어대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080625,8,20030608,국민대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,2023060676,FALSE
2024080626,8,20020112,덕성여자대학교,사회과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080627,8,20030219,성신여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080628,8,20020203,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,TRUE
2024080629,8,20011005,국민대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080630,8,20000127,연세대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,2023070652,FALSE
2024080631,8,19960416,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080632,8,20010315,광운대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080633,8,19990819,중앙대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,취준생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080634,8,20000908,인하대학교,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080635,8,20000815,경희대학교,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080636,8,20030525,연세대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080637,8,20000207,연세대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080638,8,20020601,가천대학교,자연과학,IT(컴퓨터 공학 포함),,대학원생,,대학원생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080639,8,20030827,경기대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080640,8,20031031,이화여자대학교,인문학,경영학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,TRUE
2024080641,8,20011211,인천대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080642,8,19981224,서울여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,취준생,,,TRUE,7,8,,,TRUE,TRUE,,FALSE
2024080643,8,20030430,아주대학교,경제통상학,기타,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080644,8,20000829,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,7,,,,TRUE,TRUE,,FALSE
2024080645,8,20020307,동국대학교 본교,경영학,,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080646,8,20030226,국민대학교,사회과학,,,,,대학생,,,FALSE,7,,,,TRUE,TRUE,2023070665,FALSE
2024080647,8,20020124,국민대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,TRUE
2024080648,8,20000302,안양대학교 제1캠퍼스,사회과학,경영학,,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,,FALSE
2024080649,8,20021023,대진대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,2023060696,FALSE
2024080650,8,19980917,숭실대학교,경영학,자연과학,,,,취준생,,,FALSE,6,,,,TRUE,TRUE,2023070671,FALSE
2024080651,8,20001029,상명대학교 제1캠퍼스,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080652,8,20021015,충남대학교,사회과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080653,8,20000722,한국외국어대학교,자연과학,,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080654,8,20000102,서울시립대학교,IT(컴퓨터 공학 포함),자연과학,,대학원생,,대학원생,,,FALSE,8,,,,TRUE,TRUE,,TRUE
2024080655,8,,고려대학교 본교,사회과학,자연과학,,,,,,,FALSE,7,8,,,TRUE,TRUE,2023060703,FALSE
2024080656,8,19990216,숭실대학교,자연과학,,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080657,8,20020807,단국대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080658,8,20010720,숙명여자대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080659,8,20030428,연세대학교 본교,사회과학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080660,8,20040220,서울시립대학교,사회과학,자연과학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080661,8,20010915,동국대학교 본교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080662,8,20010603,중앙대학교 제1캠퍼스,경영학,자연과학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,2023070677,FALSE
2024080663,8,19991208,성신여자대학교,사회과학,자연과학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080664,8,,고려대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080665,8,20000221,중앙대학교 제1캠퍼스,예체능,경제통상학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080666,8,20030111,경희대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080667,8,20031121,고려대학교 본교,사회과학,자연과학,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080668,8,20021112,한국외국어대학교,사회과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080669,8,,서울시립대학교,경영학,,,,,,,,FALSE,5,,,,TRUE,TRUE,2023070687,FALSE
2024080670,8,20030602,명지대학교 제1캠퍼스,IT(컴퓨터 공학 포함),경영학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080671,8,20020523,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080672,8,20020911,중앙대학교 제1캠퍼스,사회과학,자연과학,,,,대학생,,,FALSE,1,5,,,TRUE,TRUE,,FALSE
2024080673,8,20000708,인천대학교,자연과학,,,,,취준생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080674,8,20030304,중앙대학교 제1캠퍼스,자연과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080675,8,19981114,고려대학교 본교,의약학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080676,8,,가천대학교,자연과학,경영학,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,2023060734,FALSE
2024080677,8,20010610,강원대학교 제2캠퍼스,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,8,,,,TRUE,TRUE,2023060733,FALSE
2024080678,8,20031020,중앙대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080679,8,20031012,가천대학교,의약학,의약학,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080680,8,20010106,이화여자대학교,자연과학,자연과학,,,,대학생,,,FALSE,7,,,,TRUE,TRUE,,FALSE
2024080681,8,20030919,성신여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080682,8,20030715,동덕여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,4,,,TRUE,TRUE,,FALSE
2024080683,8,20030718,서강대학교,경제통상학,,,,,대학생,,,FALSE,7,,,,TRUE,TRUE,2023070703,TRUE
2024080684,8,19981201,건국대학교 본교,의약학,,,,,대학생,,,FALSE,1,2,,,TRUE,TRUE,2023070705,FALSE
2024080685,8,20020309,경북대학교,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080686,8,20030811,이화여자대학교,자연과학,경제통상학,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,2023060743,FALSE
2024080687,8,19990114,인하대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080688,8,20001226,중앙대학교 제1캠퍼스,자연과학,,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080689,8,19950110,호서대학교,자연과학,,,,,직장인,,칸타 코리아,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080690,8,19990609,한국외국어대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080691,8,20010510,동덕여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,2023070711,FALSE
2024080692,8,20040213,고려대학교 본교,자연과학,,,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080693,8,20031107,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080694,8,20030911,아주대학교,사회과학,사회과학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080695,8,20001129,인하대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080696,8,20031015,성신여자대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080697,8,20000420,고려대학교 본교,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,,FALSE
2024080698,8,19990221,연세대학교 본교,자연과학,,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080699,8,20010615,숙명여자대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,5,,,,TRUE,TRUE,2023070723,FALSE
2024080700,8,20031225,동국대학교 본교,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080701,8,19990826,한양대학교 본교,IT(컴퓨터 공학 포함),,,,,취준생,,,FALSE,1,2,,,TRUE,TRUE,2023060758,FALSE
2024080702,8,20010602,숙명여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,TRUE
2024080703,8,20020628,이화여자대학교,사회과학,경영학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080704,8,20010918,연세대학교 본교,IT(컴퓨터 공학 포함),자연과학,,,,대학생,,,TRUE,4,6,,,TRUE,TRUE,,FALSE
2024080705,8,20021221,경희대학교,자연과학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080706,8,20020102,가천대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080707,8,20020321,가천대학교,IT(컴퓨터 공학 포함),예체능,,,,대학생,,,FALSE,1,5,,,TRUE,TRUE,,FALSE
2024080708,8,19981123,경기대학교 제1캠퍼스,경영학,,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080709,8,20001220,성균관대학교,예체능,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080710,8,20020206,고려대학교 본교,인문학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080711,8,,중앙대학교 제1캠퍼스,인문학,사회과학,,,,,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080712,8,20000119,고려대학교 본교,자연과학,,,대학원생,,대학원생,,,TRUE,6,8,,,TRUE,TRUE,,FALSE
2024080713,8,19971026,세종대학교,교육학,,,,,취준생,,,FALSE,6,8,,,TRUE,TRUE,,FALSE
2024080714,8,20020726,이화여자대학교,자연과학,경제통상학,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070729,FALSE
2024080715,8,20040729,한국외국어대학교,사회과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080716,8,20020725,서울여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080717,8,20030416,명지대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,TRUE
2024080718,8,20030206,서울시립대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080719,8,20020206,인하대학교,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080720,8,20021231,덕성여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080721,8,20020417,성신여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080722,8,20000508,부산대학교,인문학,자연과학,,,,대학생,,,FALSE,7,8,,,TRUE,TRUE,2023070731,FALSE
2024080723,8,20010120,창원대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080724,8,19970527,숙명여자대학교,경제통상학,자연과학,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080725,8,20000314,영남대학교,IT(컴퓨터 공학 포함),기타,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080726,8,20000928,단국대학교 제1캠퍼스,자연과학,경제통상학,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070736,FALSE
2024080727,8,20010818,영남대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080728,8,20021211,동국대학교 본교,사회과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070740,FALSE
2024080729,8,20040617,서울여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080730,8,19981222,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080731,8,20030207,서울시립대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080732,8,20030514,고려대학교 본교,자연과학,,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080733,8,19990514,인하대학교,자연과학,,,,,대학생,,,TRUE,1,2,,,TRUE,TRUE,,FALSE
2024080734,8,19990325,인하대학교,자연과학,기타,,,,대학생,,,FALSE,1,9,,,TRUE,TRUE,,FALSE
2024080735,8,20031128,가천대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,2,,,TRUE,TRUE,,FALSE
2024080736,8,20000103,국민대학교,사회과학,경영학,,,,대학생,,,FALSE,1,9,,,TRUE,TRUE,,FALSE
2024080737,8,20011029,광운대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080738,8,19990827,상명대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080739,8,20010825,성신여자대학교,경제통상학,자연과학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,2023070759,FALSE
2024080740,8,20010608,성결대학교,경영학,기타,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080741,8,20030210,가천대학교,경제통상학,자연과학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080742,8,20000528,이화여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,,TRUE
2024080743,8,20000515,서울시립대학교,IT(컴퓨터 공학 포함),자연과학,,대학원생,,대학원생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080744,8,20020202,단국대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080745,8,20030728,중앙대학교 제1캠퍼스,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080746,8,20040401,연세대학교 본교,예체능,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080747,8,19990502,한경국립대학교,의약학,IT(컴퓨터 공학 포함),,,,취준생,,,FALSE,4,7,8,,TRUE,TRUE,,FALSE
2024080748,8,19980806,고려대학교 본교,경영학,,,,,대학생,,,TRUE,6,7,,,TRUE,TRUE,,FALSE
2024080749,8,,경북대학교,,,,,,대학생,,,FALSE,4,6,,,TRUE,TRUE,,FALSE
2024080750,8,20010131,고려대학교 본교,교육학,인문학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080751,8,19970224,한국외국어대학교,인문학,,,,,대학생,,,FALSE,1,9,,,TRUE,TRUE,,FALSE
2024080752,8,20030621,아주대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080753,8,20020121,중앙대학교 제1캠퍼스,경제통상학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080754,8,20030805,고려대학교 본교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,,FALSE
2024080755,8,20020511,동덕여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080756,8,,정보없음,,,,,,,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080757,8,20020508,서울과학기술대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080758,8,20030604,동국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080759,8,20000429,가천대학교,IT(컴퓨터 공학 포함),자연과학,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080760,8,,덕성여자대학교,사회과학,IT(컴퓨터 공학 포함),,,,,,,TRUE,5,,,,TRUE,TRUE,2023060813,FALSE
2024080761,8,19990407,서울과학기술대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080762,8,20030305,건국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080763,8,20010118,용인대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080764,8,20000404,세종대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080765,8,20010730,서울과학기술대학교,예체능,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080766,8,19980515,한양대학교 본교,사회과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080767,8,20010709,단국대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,5,,,TRUE,TRUE,,FALSE
2024080768,8,20030729,서울여자대학교,IT(컴퓨터 공학 포함),경제통상학,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080769,8,20020403,전남대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080770,8,20030307,국민대학교,경제통상학,경영학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080771,8,20030517,가톨릭대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080772,8,20010827,이화여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080773,8,20040325,경북대학교,경영학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,2023070785,FALSE
2024080774,8,20000711,명지대학교 제1캠퍼스,경영학,,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080775,8,20040801,연세대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080776,8,19990729,중앙대학교 제1캠퍼스,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023060825,FALSE
2024080777,8,19980401,서울시립대학교,자연과학,,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080778,8,19991218,서강대학교,의약학,,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,TRUE
2024080779,8,20020411,서강대학교,경제통상학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080780,8,,인하대학교,IT(컴퓨터 공학 포함),,,,,,,,FALSE,7,,,,TRUE,TRUE,,FALSE
2024080781,8,20211145,성신여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080782,8,20010522,부산대학교,인문학,경제통상학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,2023070789,FALSE
2024080783,8,20010329,단국대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,9,,,,TRUE,TRUE,,FALSE
2024080784,8,20020217,충남대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080785,8,20030320,가톨릭대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080786,8,20010915,고려대학교 본교,인문학,자연과학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080787,8,19980415,동국대학교 본교,의약학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080788,8,20011025,동국대학교 본교,인문학,자연과학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080789,8,20010116,덕성여자대학교,IT(컴퓨터 공학 포함),사회과학,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080790,8,20030616,성신여자대학교,IT(컴퓨터 공학 포함),사회과학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080791,8,20010703,이화여자대학교,교육학,자연과학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080792,8,20000717,세종대학교,사회과학,경영학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080793,8,20030621,서울과학기술대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080794,8,20001117,서울과학기술대학교,사회과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080795,8,19991108,동덕여자대학교,경제통상학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070805,FALSE
2024080796,8,20020324,성균관대학교,경영학,사회과학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,TRUE
2024080797,8,20020315,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080798,8,19990903,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023060853,FALSE
